Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205041/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Motif personnel
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204289/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0217;Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022;FOUILLERE Christophe;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/208778/92e693c8abf2cd1dbfc106d922d357d58dd9f7fc6b74ad3728d4e105c49be09b.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0164;Culture - Expression musicale, lyrique et chorégraphique – Opéra - Convention de mandat de billetterie avec Destination Rennes;CAREIL Benoît;7292-3728;SEMERIL Sébastien;9è adjoint délégué à la Communication et à l'événementiel;Convention de mandat avec une SPL;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204283/2153daa4c16304a41e3d9f6292c62cd8ec3012f8cc83f63177be6a2cc81c63e0.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205041/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0164;Culture - Expression musicale, lyrique et chorégraphique – Opéra - Convention de mandat de billetterie avec Destination Rennes;CAREIL Benoît;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Convention de mandat avec une SPL;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204283/2153daa4c16304a41e3d9f6292c62cd8ec3012f8cc83f63177be6a2cc81c63e0.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0217;Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022;FOUILLERE Christophe;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/208778/92e693c8abf2cd1dbfc106d922d357d58dd9f7fc6b74ad3728d4e105c49be09b.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205041/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0212;Aménagement et services urbains, environnement – ZAC Maurepas Gayeulles – Angle Boulevard de Vitré, boulevard Raymond Poincaré - Cession à la SPLA Territoires Publics;GUILLOTIN Daniel;17223-3728;GANDON Carole;Conseillère municipale;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/206464/a8bfd8531b6851672a0ea9059714fcdc54df28bdbe55bbddb3cf9439ed2e9938.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0195;Famille – Actions en faveur des personnes âgées – Observatoire et Pôle d’Animation des Retraités rennais (OPAR) – Convention – Renouvellement;TRAVERS David;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205304/f6f664636f0a7ed867afb082aac6e20a0ccc9b12591b415b5f0573e74ae8e0a5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0179;Sports et jeunesse - Action socio-éducative - Équipement - Provision Équipements de Quartiers - Première attribution de subventions 2022;ANDRO Rozenn +Affilé?;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205181/af99d2e83bc1bfa48340301cdd6cd514dd35d3d74a0482378fd0110e47fbdeae.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204289/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204289/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Motif personnel
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0234;Administration générale - Télécommunication - Société anonyme d'économie mixte Rennes Cité Média (RCM) - Contrat pluriannuel d'objectifs et de moyens - Renouvellement;HERVE Marc;17151-3728;DESMOTS Xavier;19è adjoint délégué à la Démocratie locale et à la participation citoyenne, délégué au Quartier Bréquigny;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/209005/e5b56f2036352f813e202b28fe9f872adfbf062345524c99a22505fcac85952a.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0180;Sports et jeunesse - Action socio-éducative - Équipement - Provision Locaux Collectifs Résidentiels - Aménagements 2022 - Première attribution de subventions 2022;ANDRO Rozenn;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205188/bf04b0ca8e492f6211efe092660c74dfea1be17f4f34e834194097eae6a010b6.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0204;Aménagement et services urbains, environnement – Atelier Bois – 4 allée Joseph Gemain – Acquisition;HERVE Marc;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/206390/39582142148c506b83fe44bf145122093cb71cfe97bbde9fe58b3d6dd533646f.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0185;Sports et jeunesse – Action socio-éducative – Provision Loisirs d'été pour les jeunes – Attribution de subventions 2022;BOUCHONNET Iris;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205236/8b64a86aaeaf392c0c43c3c380596535f724e9f15d9894e77d04f9fad2725436.pdf;Motif personnel
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0222;Aménagement et services urbains, environnement - SEMTCAR - Projet d’évolution statutaire de la SEML en SPL – Approbation du projet de statuts modifiés – Acquisition d’actions - Désignation des représentants au sein de la SPL;HERVE Marc;9802-3728;THEURIER Matthieu;Conseiller municipal délégué aux Finances, à l'Administration Générale et à la Logistique urbaine;Relations avec les entreprises publiques locales;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/259569/57836c965e74372e6a3cfc187ebb7c073569afe6744e22b691457dd32f236adb.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2022-09-21;Ville de Rennes;Conseil Municipal;2022_0258;Interventions Sociales et Santé –Tranquillité publique, prévention de la délinquance –Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) – Provision pour Conseil Local de Sécurité et de Prévention de la Délinquance et Provision Actions lieu dédié LVFF / Accès au Droit Aide aux victimes– Deuxièmes affectations de subventions 2022;BECHET Annick;17231-3728;JEANVRAIN Mathieu;Conseiller municipal délégué au Logement;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/259572/7ec9a01a6fccfc9eccfffb65b4a1fbadeb31a8cfb0ebd23f90f88b28dd634ca4.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0243;Interventions sociales et santé – Actions sociales et accompagnement des publics – Subvention d'équipement attribuée à Archipel Habitat / Office Public de l'Habitat de Rennes Métropole pour l'implantation d'une ludothèque et d'un Espace d'Accueil du Jeune Enfant à Maurepas - Convention;TRAVERS David;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/259576/c006e46b28fda906df0f169f2f298cda80ea567f2c293e39577987734be95aa8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/244459/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Motif personnel
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0267;Aménagement et services urbains, environnement – ZAC La Courrouze – Quai Conteneurs – Acquisition d'un terrain;FRISQUE Cégolène;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Actes immobiliers;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/244489/1bde36ab089dd8a54848a30690f549d78922f77ff69794f38f9d050dabbb931f.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-09-19;Ville de Rennes;Conseil Municipal;2022_0247;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attributions de subventions 2022 – Versement du solde année scolaire 2021/2022;ROUGIER Gaelle;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/244459/9874e50b0f65331da95999903ad87ea019f5a4a275d7ea70a9c28a399347a193.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
